"oblast","EDRPOU","NAME","KVED","church_EDRPOU","church_NAME","BOSS","church_BOSS","ADDRESS","church_ADDRESS","freq","FOUNDERS","KVED_freq","KVED_freq_inRegion","KVED_section"
"Вінницька обл.","26340160","ЛАДИЖИНСЬКА МІСЬКА ДЕРЖАВНА ЛІКАРНЯ ВЕТЕРИНАРНОЇ МЕДИЦИНИ","75.00 Ветеринарна діяльність",37261937,"РЕЛІГІЙНА ГРОМАДА СВЯТО-УСПЕНСЬКОГО ХРАМУ СМТ.СТРИЖАВКА ВІННИЦЬКОГО РАЙОНУ ВІННИЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ШВЕЦЬ ОЛЕКСАНДР ПЕТРОВИЧ","ШВЕЦЬ ОЛЕКСАНДР ПЕТРОВИЧ","24320; Вінницька обл.- місто Ладижин, ВУЛИЦЯ ПОШТОВА, будинок 4","23230; Вінницька обл.- Вінницький район, селище міського типу Стрижавка, ВУЛИЦЯ ЛОМОНОСОВА, будинок 5 А",3,"КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ВІДСУТНІЙ||ГОЛОВНЕ УПРАВЛІННЯ ДЕРЖПРОДСПОЖИВСЛУЖБИ У ВІННИЦЬКІЙ ОБЛАСТІ, розмір внеску до статутного фонду - 0.00 грн.",2,2,"Лікарні, охорона здоров'я, ветеренарія"
"Вінницька обл.","36474645","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ІНВАЛІДИ ЗА БЕЗПЕКУ","94.99 Діяльність інших громадських організацій, н. в. і. у.",38055433,"РЕЛІГІЙНА ГРОМАДА ХРАМУ СВЯТИХ ВАСИЛІЯ ВЕЛИКОГО, ГРИГОРІЯ БОГОСЛОВА І ІОАННА ЗЛАТОУСТА ВІННИЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЗАРЕМБА ЄВГЕНІЙ МИКОЛАЙОВИЧ","ЗАРЕМБА ЄВГЕНІЙ МИКОЛАЙОВИЧ","21001; Вінницька обл.- місто Вінниця, Староміський район, ВУЛИЦЯ НАНСЕНА, будинок 7","21008; Вінницька обл.- місто Вінниця, Ленінський район, ВУЛИЦЯ СОНЯЧНА, будинок 9",4,"ЛИТВАК ГРИГОРІЙ ОЛЕКСІЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ОЛІЙНИК МИКОЛА ІВАНОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,8,"Діяльність громадських організацій"
"Вінницька обл.","38135225","ВІННИЦЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ПОДІЛЬСЬКА ЕКОЛОГІЧНА ЛІГА","94.99 Діяльність інших громадських організацій, н. в. і. у.",38055433,"РЕЛІГІЙНА ГРОМАДА ХРАМУ СВЯТИХ ВАСИЛІЯ ВЕЛИКОГО, ГРИГОРІЯ БОГОСЛОВА І ІОАННА ЗЛАТОУСТА ВІННИЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЗАРЕМБА ЄВГЕНІЙ МИКОЛАЙОВИЧ","ЗАРЕМБА ЄВГЕНІЙ МИКОЛАЙОВИЧ","21018; Вінницька обл.- місто Вінниця, Ленінський район, ВУЛИЦЯ МАЛІНОВСЬКОГО, будинок 6, квартира 4","21008; Вінницька обл.- місто Вінниця, Ленінський район, ВУЛИЦЯ СОНЯЧНА, будинок 9",4,"ГАДОМСЬКА ЛЮБОВ МИХАЙЛІВНА, розмір внеску до статутного фонду - 0.00 грн.||САВИШЕНА НАТАЛІЯ ЄВГЕНІЇВНА, розмір внеску до статутного фонду - 0.00 грн.||ЗАРЕМБА ЄВГЕН МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,8,"Діяльність громадських організацій"
"Вінницька обл.","33323334","ГРОМАДСЬКЕ ОБ'ЄДНАННЯ СОЮЗ ЄДНІСТЬ ВІННИЧЧИНИ""","91.33 ДІЯЛЬНІСТЬ ГРОМАДСЬКИХ ОРГАНІЗАЦІЙ, Н. В. І. Г.",38055433,"РЕЛІГІЙНА ГРОМАДА ХРАМУ СВЯТИХ ВАСИЛІЯ ВЕЛИКОГО, ГРИГОРІЯ БОГОСЛОВА І ІОАННА ЗЛАТОУСТА ВІННИЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЗАРЕМБА ЄВГЕНІЙ МИКОЛАЙОВИЧ","ЗАРЕМБА ЄВГЕНІЙ МИКОЛАЙОВИЧ","21050; ВУЛ.СОБОРНА- 72, 104, М.ВІННИЦЯ, ЛЕНІНСЬКИЙ РАЙОН, ВІННИЦЬКА ОБЛАСТЬ, УКРАЇНА","21008; Вінницька обл.- місто Вінниця, Ленінський район, ВУЛИЦЯ СОНЯЧНА, будинок 9",4,"ЗАРЕМБА ЄВГЕНІЙ МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ЧЕРЕВКО ПЕТРО АНДРІЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,8,"Діяльність громадських організацій"
"Вінницька обл.","36310396","ВІННИЦЬКА МІСЬКА ГРОМАДСЬКА ОРГАНІЗАЦІЯ ПРАВОСЛАВНИЙ ЦЕНТР ДУХОВНОГО ВИХОВАННЯ ДІТЕЙ ТА МОЛОДІ","94.99 Діяльність інших громадських організацій, н. в. і. у.",13333358,"РЕЛІГІЙНА ГРОМАДА ХРЕСТОВОЗДВИЖЕНСЬКОГО ХРАМУ УПЦ М.ВІННИЦЯ","ДАВИДОВСЬКИЙ МИКОЛА ВАЛЕНТИНОВИЧ","ДАВИДОВСЬКИЙ МИКОЛА ВАЛЕНТИНОВИЧ","21000; Вінницька обл.- місто Вінниця, Ленінський район, ВУЛИЦЯ ВОЛОЧАЄВСЬКА, будинок 24","21030; Вінницька обл.- місто Вінниця, ВУЛИЦЯ КЕЛЕЦЬКА, будинок 59А",2,"ДАВИДОВСЬКА МАРІЯ ІВАНІВНА, розмір внеску до статутного фонду - 0.00 грн.||МАЛІНОВСЬКА АНГЕЛІНА МИКОЛАЇВНА, розмір внеску до статутного фонду - 0.00 грн.||ДАВИДОВСЬКИЙ МИКОЛА ВАЛЕНТИНОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,8,"Діяльність громадських організацій"
"Вінницька обл.","13324856","МАЛЕ ПІДПРИЄМСТВО ВИРОБНИЧО - КОМЕРЦІЙНА ПРИВАТНА ФІРМА ВІКТОРІЯ","68.20 Надання в оренду й експлуатацію власного чи орендованого нерухомого майна",25513433,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (ПАРАФІЇ СВЯТОГО МИКОЛАЯ)","ПОГРЕБНЯК ВАЛЕРІЙ МИКОЛАЙОВИЧ","ПОГРЕБНЯК ВАЛЕРІЙ МИКОЛАЙОВИЧ","23000; Вінницька обл.- Барський район, місто Бар, ВУЛИЦЯ МИКОЛИ ТУНІКА, будинок 14","23000; Вінницька обл.- Барський район, місто Бар, ВУЛИЦЯ БУНЯКОВСЬКОГО, будинок 7",3,"ПОГРЕБНЯК ВАЛЕРІЙ МИКОЛАЙОВИЧ, розмір внеску до статутного фонду - 11459950.00 грн.",29,1,"Нерухомість"
"Вінницька обл.","40729934","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ВІННИЦЬКА ОБЛАСНА ФЕДЕРАЦІЯ ЛИЖНОГО СПОРТУ","94.99 Діяльність інших громадських організацій, н. в. і. у.",25513433,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (ПАРАФІЇ СВЯТОГО МИКОЛАЯ)","ПОГРЕБНЯК ВАЛЕРІЙ МИКОЛАЙОВИЧ","ПОГРЕБНЯК ВАЛЕРІЙ МИКОЛАЙОВИЧ","23000; Вінницька обл.- Барський район, місто Бар, ВУЛИЦЯ М. ТУНІКА, будинок 14","23000; Вінницька обл.- Барський район, місто Бар, ВУЛИЦЯ БУНЯКОВСЬКОГО, будинок 7",3,"АНТОНЮК ОЛЕНА АНАТОЛІЇВНА||ГОНЧАРУК ТЕТЯНА МИКОЛАЇВНА||ПОГРЕБНЯК ВАЛЕРІЙ МИКОЛАЙОВИЧ||МАЗУР ДАРИНА ВІТАЛІЇВНА||КАРАГОДІНА АНАСТАСІЯ СЕРГІЇВНА||ЙОЛТУХОВСЬКИЙ ЮРІЙ ВОЛОДИМИРОВИЧ||ЙОЛТУХОВСЬКИЙ ОЛЕГ ЮРІЙОВИЧ||ГОЛОДЮК ОЛЕГ ЛЕОНІДОВИЧ||БІЛЯВЦЕВА ВІКТОРІЯ ВІКТОРІВНА",140,8,"Діяльність громадських організацій"
"Вінницька обл.","20094003","ФЕРМЕРСЬКЕ ГОСПОДАРСТВО НАДІЯ-М","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",41448123,"РЕЛІГІЙНА ГРОМАДА СВЯТО-МИХАЙЛІВСЬКОГО ХРАМУ СЕЛА МІТЛИНЦІ ГАЙСИНСЬКОГО РАЙОНУ ТУЛЬЧИНСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","КУШНІР ВАСИЛЬ МИХАЙЛОВИЧ","КУШНІР ВАСИЛЬ МИХАЙЛОВИЧ","24014; Вінницька обл.- Могилів-Подільський район, село Серебринець","23720; Вінницька обл.- Гайсинський район, село Мітлинці, ВУЛИЦЯ ПЕРШОТРАВНЕВА, будинок 51",3,"КУШНІР ВАСИЛЬ МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 2400.00 грн.",73,9,"Вирощування сільськогосподарських культур"
"Вінницька обл.","20094003","ФЕРМЕРСЬКЕ ГОСПОДАРСТВО НАДІЯ-М","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",41560395,"РЕЛІГІЙНА ГРОМАДА АРХІСТРАТИГА МИХАЇЛА СЕЛА КОСАНОВЕ ГАЙСИНСЬКОГО РАЙОНУ ТУЛЬЧИНСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","КУШНІР ВАСИЛЬ МИХАЙЛОВИЧ","КУШНІР ВАСИЛЬ МИХАЙЛОВИЧ","24014; Вінницька обл.- Могилів-Подільський район, село Серебринець","23711; Вінницька обл.- Гайсинський район, село Косанове, ВУЛИЦЯ ВІННИЦЬКА, будинок 11",3,"КУШНІР ВАСИЛЬ МИХАЙЛОВИЧ, розмір внеску до статутного фонду - 2400.00 грн.",73,9,"Вирощування сільськогосподарських культур"
"Вінницька обл.","30808588","ПРИВАТНЕ ПІДПРИЄМСТВО ЗВЕДЕНІВСЬКЕ","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",36788627,"РЕЛІГІЙНА ГРОМАДА СВЯТОГО ЛУКИ КРИМСЬКОГО М. НЕМИРІВ ТУЛЬЧИНСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ГОНЧАРУК ВАСИЛЬ ІВАНОВИЧ","ГОНЧАРУК ВАСИЛЬ ІВАНОВИЧ","23551; Вінницька обл.- Шаргородський район, село Зведенівка, ВУЛИЦЯ ЛЕСІ УКРАЇНКИ, будинок 57","22800; Вінницька обл.- Немирівський район, місто Немирів, ВУЛИЦЯ ЄВДОКИМЕНКО, будинок 22",3,"ГОНЧАРУК ВАСИЛЬ ІВАНОВИЧ, розмір внеску до статутного фонду - 10000.00 грн.",73,9,"Вирощування сільськогосподарських культур"
"Вінницька обл.","37337728","ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ЗВЕДЕНІВСЬКЕ","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",36788627,"РЕЛІГІЙНА ГРОМАДА СВЯТОГО ЛУКИ КРИМСЬКОГО М. НЕМИРІВ ТУЛЬЧИНСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ГОНЧАРУК ВАСИЛЬ ІВАНОВИЧ","ГОНЧАРУК ВАСИЛЬ ІВАНОВИЧ","23551; Вінницька обл.- Шаргородський район, село Зведенівка, ВУЛИЦЯ ЛЕСІ УКРАЇНКИ, будинок 57 А","22800; Вінницька обл.- Немирівський район, місто Немирів, ВУЛИЦЯ ЄВДОКИМЕНКО, будинок 22",3,"ГОНЧАРУК ВАСИЛЬ ІВАНОВИЧ, розмір внеску до статутного фонду - 100.00 грн.",73,9,"Вирощування сільськогосподарських культур"
"Вінницька обл.","33416994","ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ДОНА ОЛЕКСІЯ ПИЛИПОВИЧА","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",41035951,"РЕЛІГІЙНА ГРОМАДА СВЯТО-ПОКРОВСЬКОГО ХРАМУ СЕЛА КОМАРІВКА ТЕПЛИЦЬКОГО РАЙОНУ ТУЛЬЧИНСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ДОН ОЛЕКСІЙ ПИЛИПОВИЧ","ДОН ОЛЕКСІЙ ПИЛИПОВИЧ","23812; Вінницька обл.- Теплицький район, село Комарівка, ВУЛИЦЯ ЗАЛІЗНИЧНА , будинок 34","23812; Вінницька обл.- Теплицький район, село Комарівка, ВУЛИЦЯ ДОНІВСЬКА , будинок 64",3,"ДОН ОЛЕКСІЙ ПИЛИПОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ДОН ОЛЕКСІЙ ПИЛИПОВИЧ, УКРАЇНА, ВІННИЦЬКАОБЛ., ТЕПЛИЦЬКИЙ РН., С. КОМАРІВКА, ВУЛ., ЗАЛІЗНИЧНА БУД.34",73,9,"Вирощування сільськогосподарських культур"
"Вінницька обл.","34363996","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ВІННИЦЯ СПЕЦЕНЕРГО МОНТАЖ","33.20 Установлення та монтаж машин і устатковання",33727645,"РЕЛІГІЙНА ГРОМАДА ХРАМУ СВЯТИТЕЛЯ МИКОЛАЯ СЕЛА ГОЛУБЕЧЕ КРИЖОПІЛЬСЬКОГО РАЙОНУ МОГИЛІВ-ПОДІЛЬСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ""","САВЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","САВЧУК ОЛЕКСАНДР МИКОЛАЙОВИЧ","21022; Вінницька обл.- місто Вінниця, Замостянський район, ПРОВ. СТАНІСЛАВСЬКОГО, будинок 16","24606; Вінницька обл.- Крижопільський район, село Голубече, ВУЛИЦЯ Т.МАРЦИН , будинок 47",4,"НІКІТОРОВИЧ ОЛЕКСАНДР ВОЛОДИМИРОВИЧ, розмір внеску до статутного фонду - 73750.00 грн.||""КІНЦЕВИЙ БЕНІФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) НІКІТОРОВИЧ ОЛЕКСАНДР ВОЛОДИМИРОВИЧ УКРАЇНА ВІННИЦЬКА ОБЛАСТЬ М.ВІННИЦЯ ВУЛИЦЯ 8 БЕРЕЗНЯ БУДИНОК7 РНОКПП ""||""КІНЦЕВИЙ БЕНІФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) КУЛЬМАТИЦЬКИЙ СЕРГІЙ ОЛЕГОВИЧ УКРАЇНА ВІННИЦЬКА ОБЛАСТЬ М.ВІННИЦЯ ВУЛИЦЯ МАЯКОВСЬКОГО БУДИНОК 48 РНОКПП ""||""КІНЦЕВИЙ БЕНІФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) КОВАЛЬЧУК ОЛЕКСІЙ АФАНАСІЙОВИЧ УКРАЇНА ВІННИЦЬКА ОБЛАСТЬ, ВІННИЦЬКИЙ Р-Н, С.ВІННИЦЬКІ ХУТОРИ, ВУЛ. ЛЕОНТОВИЧА БУД.70||""КІНЦЕВИЙ БЕНІФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) ЖИТНИК ВОЛОДИМИР ГРИГОРОВИЧ УКРАЇНА ВІННИЦЬКА ОБЛАСТЬ,ВІННИЦЬКИЙ РАЙОН,СЕЛО АГРОНОМІЧНЕ,ВУЛИЦЯ НАУКОВА,БУД.23 РНОКПП ""||КОВАЛЬЧУК ОЛЕКСІЙ АФАНАСІЙОВИЧ, розмір внеску до статутного фонду - 73750.00 грн.||ЖИТНИК ВОЛОДИМИР ГРИГОРОВИЧ, розмір внеску до статутного фонду - 73750.00 грн.||КУЛЬМАТИЦЬКИЙ СЕРГІЙ ОЛЕГОВИЧ, розмір внеску до статутного фонду - 73750.00 грн.",8,2,"Виробництво, монтаж, ремонт машин і устатковання"
